Race Name,Race Location,Race Date,Race Format,Race Start Time,Air Temperature,Relative Humidity,Air Pressure,Rainfall,Track Temperature,Wind Speed,Driver ID,Driver Name,Driver Number and Race Name,Driver Team,Position,Race Time,Race Point,Race Grid Position
FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,"Jeddah,Saudi Arabia",2023-03-19 00:00:00,conventional,2023-03-19 17:00:00,26.09189189189189,57.79054054054054,1010.9297297297296,False,31.79256756756757,1.772297297297297,63,russell,63 : FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,Mercedes,4.0,0 days 00:00:25.866000,12.0,3.0
FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,"Jeddah,Saudi Arabia",2023-03-19 00:00:00,conventional,2023-03-19 17:00:00,26.09189189189189,57.79054054054054,1010.9297297297296,False,31.79256756756757,1.772297297297297,44,hamilton,44 : FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,Mercedes,5.0,0 days 00:00:31.065000,10.0,7.0
FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,"Jeddah,Saudi Arabia",2023-03-19 00:00:00,conventional,2023-03-19 17:00:00,26.09189189189189,57.79054054054054,1010.9297297297296,False,31.79256756756757,1.772297297297297,55,sainz,55 : FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,Ferrari,6.0,0 days 00:00:35.876000,8.0,4.0
FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,"Jeddah,Saudi Arabia",2023-03-19 00:00:00,conventional,2023-03-19 17:00:00,26.09189189189189,57.79054054054054,1010.9297297297296,False,31.79256756756757,1.772297297297297,16,leclerc,16 : FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,Ferrari,7.0,0 days 00:00:43.162000,6.0,12.0
FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,"Jeddah,Saudi Arabia",2023-03-19 00:00:00,conventional,2023-03-19 17:00:00,26.09189189189189,57.79054054054054,1010.9297297297296,False,31.79256756756757,1.772297297297297,31,ocon,31 : FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,Alpine,8.0,0 days 00:00:52.832000,4.0,6.0
FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,"Jeddah,Saudi Arabia",2023-03-19 00:00:00,conventional,2023-03-19 17:00:00,26.09189189189189,57.79054054054054,1010.9297297297296,False,31.79256756756757,1.772297297297297,10,gasly,10 : FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,Alpine,9.0,0 days 00:00:54.747000,2.0,9.0
FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,"Jeddah,Saudi Arabia",2023-03-19 00:00:00,conventional,2023-03-19 17:00:00,26.09189189189189,57.79054054054054,1010.9297297297296,False,31.79256756756757,1.772297297297297,20,kevin_magnussen,20 : FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,Haas F1 Team,10.0,0 days 00:01:04.826000,1.0,13.0
FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,"Jeddah,Saudi Arabia",2023-03-19 00:00:00,conventional,2023-03-19 17:00:00,26.09189189189189,57.79054054054054,1010.9297297297296,False,31.79256756756757,1.772297297297297,22,tsunoda,22 : FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,AlphaTauri,11.0,0 days 00:01:07.494000,0.0,16.0
FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,"Jeddah,Saudi Arabia",2023-03-19 00:00:00,conventional,2023-03-19 17:00:00,26.09189189189189,57.79054054054054,1010.9297297297296,False,31.79256756756757,1.772297297297297,27,hulkenberg,27 : FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,Haas F1 Team,12.0,0 days 00:01:10.588000,0.0,10.0
FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,"Jeddah,Saudi Arabia",2023-03-19 00:00:00,conventional,2023-03-19 17:00:00,26.09189189189189,57.79054054054054,1010.9297297297296,False,31.79256756756757,1.772297297297297,24,zhou,24 : FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,Alfa Romeo,13.0,0 days 00:01:16.060000,0.0,11.0
FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,"Jeddah,Saudi Arabia",2023-03-19 00:00:00,conventional,2023-03-19 17:00:00,26.09189189189189,57.79054054054054,1010.9297297297296,False,31.79256756756757,1.772297297297297,21,de_vries,21 : FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,AlphaTauri,14.0,0 days 00:01:17.478000,0.0,18.0
FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,"Jeddah,Saudi Arabia",2023-03-19 00:00:00,conventional,2023-03-19 17:00:00,26.09189189189189,57.79054054054054,1010.9297297297296,False,31.79256756756757,1.772297297297297,81,piastri,81 : FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,McLaren,15.0,0 days 00:01:25.021000,0.0,8.0
FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,"Jeddah,Saudi Arabia",2023-03-19 00:00:00,conventional,2023-03-19 17:00:00,26.09189189189189,57.79054054054054,1010.9297297297296,False,31.79256756756757,1.772297297297297,2,sargeant,2 : FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,Williams,16.0,0 days 00:01:26.293000,0.0,20.0
FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,"Jeddah,Saudi Arabia",2023-03-19 00:00:00,conventional,2023-03-19 17:00:00,26.09189189189189,57.79054054054054,1010.9297297297296,False,31.79256756756757,1.772297297297297,4,norris,4 : FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,McLaren,17.0,0 days 00:01:26.445000,0.0,19.0
FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,"Jeddah,Saudi Arabia",2023-03-19 00:00:00,conventional,2023-03-19 17:00:00,26.09189189189189,57.79054054054054,1010.9297297297296,False,31.79256756756757,1.772297297297297,77,bottas,77 : FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,Alfa Romeo,18.0,NaT,0.0,14.0
FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,"Jeddah,Saudi Arabia",2023-03-19 00:00:00,conventional,2023-03-19 17:00:00,26.09189189189189,57.79054054054054,1010.9297297297296,False,31.79256756756757,1.772297297297297,23,albon,23 : FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,Williams,19.0,NaT,0.0,17.0
FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,"Jeddah,Saudi Arabia",2023-03-19 00:00:00,conventional,2023-03-19 17:00:00,26.09189189189189,57.79054054054054,1010.9297297297296,False,31.79256756756757,1.772297297297297,18,stroll,18 : FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2023,Aston Martin,20.0,NaT,0.0,5.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,1,max_verstappen,1 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,Red Bull Racing,1.0,0 days 02:32:38.371000,25.0,1.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,44,hamilton,44 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,Mercedes,2.0,0 days 00:00:00.179000,18.0,3.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,14,alonso,14 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,Aston Martin,3.0,0 days 00:00:00.769000,15.0,4.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,18,stroll,18 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,Aston Martin,4.0,0 days 00:00:03.082000,12.0,6.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,11,perez,11 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,Red Bull Racing,5.0,0 days 00:00:03.320000,11.0,0.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,4,norris,4 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,McLaren,6.0,0 days 00:00:03.701000,8.0,13.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,27,hulkenberg,27 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,Haas F1 Team,7.0,0 days 00:00:04.939000,6.0,10.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,81,piastri,81 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,McLaren,8.0,0 days 00:00:05.382000,4.0,16.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,24,zhou,24 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,Alfa Romeo,9.0,0 days 00:00:05.713000,2.0,17.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,22,tsunoda,22 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,AlphaTauri,10.0,0 days 00:00:06.052000,1.0,12.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,77,bottas,77 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,Alfa Romeo,11.0,0 days 00:00:06.513000,0.0,0.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,55,sainz,55 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,Ferrari,12.0,0 days 00:00:06.594000,0.0,5.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,10,gasly,10 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,Alpine,13.0,NaT,0.0,9.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,31,ocon,31 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,Alpine,14.0,NaT,0.0,11.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,21,de_vries,21 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,AlphaTauri,15.0,NaT,0.0,15.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,2,sargeant,2 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,Williams,16.0,NaT,0.0,18.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,20,kevin_magnussen,20 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,Haas F1 Team,17.0,NaT,0.0,14.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,63,russell,63 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,Mercedes,18.0,NaT,0.0,2.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,23,albon,23 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,Williams,19.0,NaT,0.0,8.0
FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,"Melbourne,Australia",2023-04-02 00:00:00,conventional,2023-04-02 05:00:00,17.449549549549552,54.15765765765766,1018.3666666666666,False,30.13963963963964,1.1270270270270266,16,leclerc,16 : FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2023,Ferrari,20.0,NaT,0.0,7.0
FORMULA 1 AZERBAIJAN GRAND PRIX 2023,"Baku,Azerbaijan",2023-04-30 00:00:00,sprint_shootout,2023-04-30 11:00:00,24.860625,49.225,1008.64625,False,41.209999999999994,1.083125,11,perez,11 : FORMULA 1 AZERBAIJAN GRAND PRIX 2023,Red Bull Racing,1.0,0 days 01:32:42.436000,25.0,3.0
FORMULA 1 AZERBAIJAN GRAND PRIX 2023,"Baku,Azerbaijan",2023-04-30 00:00:00,sprint_shootout,2023-04-30 11:00:00,24.860625,49.225,1008.64625,False,41.209999999999994,1.083125,1,max_verstappen,1 : FORMULA 1 AZERBAIJAN GRAND PRIX 2023,Red Bull Racing,2.0,0 days 00:00:02.137000,18.0,2.0
FORMULA 1 AZERBAIJAN GRAND PRIX 2023,"Baku,Azerbaijan",2023-04-30 00:00:00,sprint_shootout,2023-04-30 11:00:00,24.860625,49.225,1008.64625,False,41.209999999999994,1.083125,16,leclerc,16 : FORMULA 1 AZERBAIJAN GRAND PRIX 2023,Ferrari,3.0,0 days 00:00:21.217000,15.0,1.0
FORMULA 1 AZERBAIJAN GRAND PRIX 2023,"Baku,Azerbaijan",2023-04-30 00:00:00,sprint_shootout,2023-04-30 11:00:00,24.860625,49.225,1008.64625,False,41.209999999999994,1.083125,14,alonso,14 : FORMULA 1 AZERBAIJAN GRAND PRIX 2023,Aston Martin,4.0,0 days 00:00:22.024000,12.0,6.0
FORMULA 1 AZERBAIJAN GRAND PRIX 2023,"Baku,Azerbaijan",2023-04-30 00:00:00,sprint_shootout,2023-04-30 11:00:00,24.860625,49.225,1008.64625,False,41.209999999999994,1.083125,55,sainz,55 : FORMULA 1 AZERBAIJAN GRAND PRIX 2023,Ferrari,5.0,0 days 00:00:45.491000,10.0,4.0
FORMULA 1 AZERBAIJAN GRAND PRIX 2023,"Baku,Azerbaijan",2023-04-30 00:00:00,sprint_shootout,2023-04-30 11:00:00,24.860625,49.225,1008.64625,False,41.209999999999994,1.083125,44,hamilton,44 : FORMULA 1 AZERBAIJAN GRAND PRIX 2023,Mercedes,6.0,0 days 00:00:46.145000,8.0,5.0
FORMULA 1 AZERBAIJAN GRAND PRIX 2023,"Baku,Azerbaijan",2023-04-30 00:00:00,sprint_shootout,2023-04-30 11:00:00,24.860625,49.225,1008.64625,False,41.209999999999994,1.083125,18,stroll,18 : FORMULA 1 AZERBAIJAN GRAND PRIX 2023,Aston Martin,7.0,0 days 00:00:51.617000,6.0,9.0
FORMULA 1 AZERBAIJAN GRAND PRIX 2023,"Baku,Azerbaijan",2023-04-30 00:00:00,sprint_shootout,2023-04-30 11:00:00,24.860625,49.225,1008.64625,False,41.209999999999994,1.083125,63,russell,63 : FORMULA 1 AZERBAIJAN GRAND PRIX 2023,Mercedes,8.0,0 days 00:01:14.240000,5.0,11.0
FORMULA 1 AZERBAIJAN GRAND PRIX 2023,"Baku,Azerbaijan",2023-04-30 00:00:00,sprint_shootout,2023-04-30 11:00:00,24.860625,49.225,1008.64625,False,41.209999999999994,1.083125,4,norris,4 : FORMULA 1 AZERBAIJAN GRAND PRIX 2023,McLaren,9.0,0 days 00:01:20.376000,2.0,7.0
FORMULA 1 AZERBAIJAN GRAND PRIX 2023,"Baku,Azerbaijan",2023-04-30 00:00:00,sprint_shootout,2023-04-30 11:00:00,24.860625,49.225,1008.64625,False,41.209999999999994,1.083125,22,tsunoda,22 : FORMULA 1 AZERBAIJAN GRAND PRIX 2023,AlphaTauri,10.0,0 days 00:01:23.862000,1.0,8.0
FORMULA 1 AZERBAIJAN GRAND PRIX 2023,"Baku,Azerbaijan",2023-04-30 00:00:00,sprint_shootout,2023-04-30 11:00:00,24.860625,49.225,1008.64625,False,41.209999999999994,1.083125,81,piastri,81 : FORMULA 1 AZERBAIJAN GRAND PRIX 2023,McLaren,11.0,0 days 00:01:26.501000,0.0,10.0
FORMULA 1 AZERBAIJAN GRAND PRIX 2023,"Baku,Azerbaijan",2023-04-30 00:00:00,sprint_shootout,2023-04-30 11:00:00,24.860625,49.225,1008.64625,False,41.209999999999994,1.083125,23,albon,23 : FORMULA 1 AZERBAIJAN GRAND PRIX 2023,Williams,12.0,0 days 00:01:28.623000,0.0,12.0
